Please note that (-9999) indicates a null value
Temperature (soilTemp) [degC]

DateTime,LEOMINI_1_0_1_5TM,LEOMINI_1_0_2_5TM,LEOMINI_1_0_3_5TM,LEOMINI_1_0_4_5TM,LEOMINI_1_0_5_5TM,LEOMINI_2_0_1_5TM,LEOMINI_2_0_2_5TM,LEOMINI_2_0_3_5TM,LEOMINI_2_0_4_5TM,LEOMINI_2_0_5_5TM,LEOMINI_0_0_1_5TM,LEOMINI_0_0_2_5TM,LEOMINI_0_0_3_5TM,LEOMINI_0_0_4_5TM,LEOMINI_0_0_5_5TM
2018/06/15 01:04,24.4,-9999,25.8,26.6,27.2,23.4,26,26.1,26.4,27.1,-9999,-9999,25.6,26.4,26.6,
2018/06/15 01:07,24.4,-9999,25.8,26.5,27.2,23.4,26,26.1,26.4,27.1,-9999,-9999,25.6,26.5,26.6,
2018/06/15 01:12,24.3,-9999,25.8,26.6,27.2,23.4,26,26.1,26.4,27.1,-9999,-9999,25.6,26.4,26.6,
2018/06/15 01:13,24.3,-9999,25.8,26.5,27.2,23.4,25.9,26.1,26.4,27.1,-9999,-9999,25.6,26.4,26.6,
2018/06/15 01:15,24.3,-9999,25.8,26.5,27.2,23.4,25.9,26.1,26.4,27.1,-9999,-9999,25.6,26.4,26.6,
2018/06/15 01:16,24.3,-9999,25.8,26.5,27.2,23.4,25.9,26.1,26.5,27.1,-9999,-9999,25.6,26.4,26.6,
2018/06/15 01:17,24.3,-9999,25.8,26.5,27.2,23.4,25.9,26.1,26.4,27.1,-9999,-9999,25.6,26.4,26.6,
2018/06/15 01:21,24.3,-9999,25.8,26.5,27.2,23.4,25.9,26.1,26.4,27.1,-9999,-9999,25.5,26.5,26.6,
2018/06/15 01:24,24.3,-9999,25.8,26.5,27.2,23.4,25.9,26.1,26.5,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:25,24.3,-9999,25.8,26.5,27.1,23.4,25.9,26,26.4,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:28,24.3,-9999,25.8,26.5,27.1,23.4,25.9,26,26.4,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:29,24.3,-9999,25.8,26.5,27.1,23.4,25.9,26.1,26.5,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:34,24.3,-9999,25.8,26.5,27.1,23.4,25.9,26.1,26.5,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:37,24.3,-9999,25.8,26.5,27.1,23.4,25.9,26.1,26.5,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:39,24.2,-9999,25.8,26.5,27.1,23.3,25.8,26,26.4,27.1,-9999,-9999,25.5,26.3,26.6,
2018/06/15 01:40,24.2,-9999,25.8,26.5,27.1,23.4,25.9,26,26.4,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:42,24.2,-9999,25.8,26.4,27.1,23.4,25.8,26,26.4,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:44,24.2,-9999,25.8,26.4,27.1,23.4,25.8,26,26.4,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:48,24.2,-9999,25.8,26.5,27.1,23.4,25.8,26.1,26.4,27.1,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:51,24.2,-9999,25.8,26.5,27.1,23.4,25.8,26,26.4,27,-9999,-9999,25.5,26.4,26.6,
2018/06/15 01:52,24.2,-9999,25.8,26.5,27.1,23.4,25.8,26,26.4,27,-9999,-9999,25.5,26.4,26.5,
2018/06/15 01:53,24.2,-9999,25.8,26.5,27.1,23.4,25.8,26,26.4,27,-9999,-9999,25.5,26.4,26.5,
2018/06/15 01:57,24.2,-9999,25.8,26.5,27.1,23.4,25.8,26,26.4,27,-9999,-9999,25.5,26.4,26.5,
2018/06/15 01:59,24.2,-9999,25.8,26.5,27.1,23.4,25.8,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:00,24.2,-9999,25.7,26.5,27.1,23.4,25.8,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:01,24.2,-9999,25.8,26.4,27.1,23.4,25.8,26,26.4,27,-9999,-9999,25.4,26.4,26.5,
2018/06/15 02:02,24.2,-9999,25.8,26.4,27.1,23.4,25.8,26,26.4,27,-9999,-9999,25.4,26.4,26.5,
2018/06/15 02:03,24.3,-9999,25.8,26.4,27.1,23.4,25.8,26.1,26.4,27,-9999,-9999,25.4,26.4,26.5,
2018/06/15 02:05,24.2,-9999,25.8,26.4,27.1,23.4,25.8,26,26.4,27,-9999,-9999,25.4,26.4,26.5,
2018/06/15 02:06,24.2,-9999,25.8,26.4,27.1,23.5,25.8,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:07,24.2,-9999,25.8,26.4,27.1,23.5,25.8,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:09,24.3,-9999,25.7,26.4,27.1,23.5,25.8,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:10,24.3,-9999,25.7,26.4,27.1,23.5,25.8,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:13,24.2,-9999,25.7,26.5,27.1,23.5,25.8,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:15,24.3,-9999,25.7,26.4,27.1,23.5,25.7,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:16,24.3,-9999,25.7,26.4,27.1,23.5,25.7,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:17,24.3,-9999,25.7,26.4,27.1,23.5,25.7,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:18,24.3,-9999,25.7,26.4,27.1,23.5,25.7,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:19,24.3,-9999,25.7,26.4,27.1,23.5,25.7,26,26.3,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:23,24.3,-9999,25.7,26.4,27.1,23.5,25.7,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:24,24.3,-9999,25.7,26.4,27.1,23.5,25.7,26,26.3,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:27,24.3,-9999,25.7,26.4,27.1,23.6,25.7,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:30,24.3,-9999,25.7,26.4,27.1,23.6,25.7,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:31,24.3,-9999,25.7,26.4,27,23.7,25.7,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:32,24.3,-9999,25.7,26.4,27,23.7,25.7,26,26.4,27,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:34,24.3,-9999,25.7,26.4,27,23.7,25.7,26,26.4,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:35,24.3,-9999,25.7,26.4,27,23.7,25.7,26,26.4,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:39,24.3,-9999,25.7,26.4,27,23.7,25.7,26,26.4,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:41,24.3,-9999,25.7,26.4,27,23.7,25.7,26,26.4,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:42,24.3,-9999,25.7,26.4,27,23.7,25.7,26,26.4,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:43,24.3,-9999,25.7,26.4,27,23.7,25.7,26,26.4,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:44,24.3,-9999,25.7,26.4,27,23.7,25.7,26,26.4,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:45,24.4,-9999,25.7,26.4,27,23.7,25.7,26,26.3,26.9,-9999,-9999,25.3,26.3,26.5,
2018/06/15 02:46,24.4,-9999,25.7,26.4,27,23.7,25.7,26,26.4,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:47,24.4,-9999,25.7,26.4,27,23.8,25.7,26,26.4,26.9,-9999,-9999,25.3,26.3,26.5,
2018/06/15 02:48,24.4,-9999,25.7,26.4,27,23.8,25.7,26,26.4,26.9,-9999,-9999,25.3,26.3,26.5,
2018/06/15 02:50,24.4,-9999,25.7,26.4,27,23.8,25.7,26,26.3,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:51,24.4,-9999,25.7,26.4,27,23.8,25.7,26,26.3,26.9,-9999,-9999,25.3,26.2,26.5,
2018/06/15 02:52,24.4,-9999,25.7,26.4,27,23.8,25.7,26,26.3,26.9,-9999,-9999,25.3,26.3,26.5,
2018/06/15 02:54,24.4,-9999,25.7,26.4,27,23.8,25.7,26,26.4,26.9,-9999,-9999,25.4,26.3,26.5,
2018/06/15 02:56,24.4,-9999,25.7,26.4,27,23.8,25.7,26,26.3,26.9,-9999,-9999,25.3,26.3,26.5,
2018/06/15 02:59,24.4,-9999,25.7,26.4,27,23.8,25.7,26,26.3,26.9,-9999,-9999,25.3,26.3,26.5,
2018/06/15 03:01,24.4,-9999,25.7,26.3,27,23.8,25.7,26,26.3,26.9,-9999,-9999,25.3,26.3,26.5,
2018/06/15 03:07,24.4,-9999,25.7,26.4,27,23.8,25.7,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:08,24.4,-9999,25.7,26.4,27,23.9,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:10,24.4,-9999,25.7,26.4,27,23.9,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.5,
2018/06/15 03:13,24.5,-9999,25.7,26.4,27,23.9,25.6,26,26.3,26.9,-9999,-9999,25.3,26.3,26.4,
2018/06/15 03:14,24.5,-9999,25.7,26.4,27,23.9,25.6,26,26.3,26.9,-9999,-9999,25.3,26.3,26.4,
2018/06/15 03:15,24.5,-9999,25.7,26.3,27,23.9,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:16,24.5,-9999,25.7,26.3,27,23.9,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:17,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:18,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:19,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:20,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.3,26.4,
2018/06/15 03:22,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.3,26.4,
2018/06/15 03:23,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:24,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:25,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.3,26.4,
2018/06/15 03:26,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:27,24.5,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:29,24.6,-9999,25.7,26.4,27,24,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:32,24.6,-9999,25.7,26.4,27,24.1,25.6,26,26.3,26.9,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:33,24.6,-9999,25.7,26.4,27,24.1,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:38,24.6,-9999,25.7,26.4,27,24.1,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:39,24.6,-9999,25.7,26.4,27,24.1,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:40,24.6,-9999,25.7,26.4,27,24.1,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:42,24.6,-9999,25.6,26.4,27,24.1,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:47,24.6,-9999,25.7,26.4,26.9,24.1,25.6,26,26.4,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:52,24.7,-9999,25.6,26.4,26.9,24.1,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:54,24.7,-9999,25.6,26.3,26.9,24.2,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:55,24.7,-9999,25.6,26.3,26.9,24.2,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:56,24.7,-9999,25.6,26.3,26.9,24.2,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:57,24.7,-9999,25.6,26.3,26.9,24.2,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 03:59,24.7,-9999,25.6,26.4,26.9,24.2,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:01,24.7,-9999,25.6,26.3,26.9,24.2,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 04:02,24.7,-9999,25.6,26.3,26.9,24.2,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 04:04,24.7,-9999,25.6,26.3,26.9,24.2,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 04:08,24.7,-9999,25.6,26.3,26.9,24.2,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 04:11,24.8,-9999,25.6,26.4,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.3,26.2,26.4,
2018/06/15 04:12,24.8,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:15,24.8,-9999,25.6,26.4,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.1,26.4,
2018/06/15 04:16,24.8,-9999,25.6,26.4,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:18,24.8,-9999,25.6,26.4,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:20,24.8,-9999,25.6,26.4,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:21,24.8,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:22,24.8,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:25,24.8,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:27,24.8,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:30,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:32,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:34,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.4,
2018/06/15 04:35,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.1,26.4,
2018/06/15 04:36,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.1,26.4,
2018/06/15 04:43,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.1,26.4,
2018/06/15 04:44,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.2,26.3,
2018/06/15 04:45,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.1,26.3,
2018/06/15 04:48,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.1,26.3,
2018/06/15 04:54,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.1,26.3,
2018/06/15 04:56,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.8,-9999,-9999,25.2,26.1,26.3,
2018/06/15 04:59,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.7,-9999,-9999,25.2,26.2,26.3,
2018/06/15 05:00,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:01,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:02,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:03,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:04,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:08,24.9,-9999,25.6,26.3,26.9,24.3,25.6,26,26.2,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:09,25,-9999,25.6,26.3,26.9,24.3,25.6,26,26.3,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:12,24.9,-9999,25.6,26.3,26.8,24.3,25.6,26,26.2,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:15,24.9,-9999,25.6,26.3,26.8,24.3,25.6,26,26.2,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:16,25,-9999,25.6,26.2,26.8,24.3,25.6,26,26.2,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:17,24.9,-9999,25.6,26.2,26.8,24.3,25.6,26,26.2,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:18,25,-9999,25.6,26.2,26.8,24.3,25.6,26,26.3,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:19,25,-9999,25.6,26.2,26.8,24.3,25.6,26,26.3,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:20,25,-9999,25.6,26.2,26.8,24.3,25.6,26,26.2,26.7,-9999,-9999,25.2,26,26.3,
2018/06/15 05:22,25,-9999,25.6,26.2,26.8,24.3,25.6,26,26.2,26.7,-9999,-9999,25.2,26,26.3,
2018/06/15 05:24,25,-9999,25.6,26.3,26.8,24.2,25.6,26,26.2,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:25,25,-9999,25.6,26.3,26.8,24.2,25.5,26,26.2,26.7,-9999,-9999,25.2,26.1,26.3,
2018/06/15 05:26,25,-9999,25.5,26.3,26.8,24.2,25.5,26,26.2,26.7,-9999,-9999,25.1,26.1,26.3,
2018/06/15 05:28,25,-9999,25.6,26.2,26.8,24.2,25.6,26,26.2,26.7,-9999,-9999,25.1,26.1,26.3,
2018/06/15 05:29,25,-9999,25.5,26.2,26.8,24.2,25.5,26,26.2,26.7,-9999,-9999,25.1,26.1,26.3,
2018/06/15 05:31,25,-9999,25.5,26.2,26.8,24.2,25.5,26,26.2,26.7,-9999,-9999,25.1,26.1,26.3,
2018/06/15 05:32,25,-9999,25.5,26.2,26.8,24.2,25.5,26,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:35,25,-9999,25.5,26.2,26.8,24.2,25.5,26,26.2,26.7,-9999,-9999,25.1,26.1,26.3,
2018/06/15 05:38,25,-9999,25.5,26.2,26.8,24.2,25.5,26,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:40,25,-9999,25.5,26.2,26.8,24.2,25.5,26,26.2,26.7,-9999,-9999,25.1,26.1,26.3,
2018/06/15 05:41,25,-9999,25.5,26.2,26.8,24.2,25.5,26,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:44,25,-9999,25.5,26.2,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:45,25,-9999,25.5,26.2,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:46,25,-9999,25.5,26.2,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:47,25,-9999,25.5,26.2,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:48,25,-9999,25.5,26.2,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:49,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:50,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:51,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.3,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:53,25,-9999,25.5,26.2,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:54,25,-9999,25.5,26.2,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:55,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:58,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.2,26.7,-9999,-9999,25.1,26,26.3,
2018/06/15 05:59,25,-9999,25.5,26.2,26.8,24.2,25.5,25.9,26.2,26.6,-9999,-9999,25.1,26,26.3,
2018/06/15 06:02,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.2,26.6,-9999,-9999,25.1,26,26.3,
2018/06/15 06:03,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.2,26.6,-9999,-9999,25.1,26,26.2,
2018/06/15 06:05,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.2,26.6,-9999,-9999,25.1,26,26.2,
2018/06/15 06:06,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.2,26.6,-9999,-9999,25.1,26,26.2,
2018/06/15 06:12,25,-9999,25.5,26.1,26.8,24.2,25.5,25.9,26.2,26.6,-9999,-9999,25.1,26,26.2,
2018/06/15 06:14,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.2,26.6,-9999,-9999,25.1,26,26.2,
2018/06/15 06:16,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,25.9,26.2,
2018/06/15 06:19,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,25.9,26.2,
2018/06/15 06:20,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,26,26.2,
2018/06/15 06:23,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,26,26.2,
2018/06/15 06:24,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,26,26.2,
2018/06/15 06:25,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,26,26.2,
2018/06/15 06:27,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.2,26.6,-9999,-9999,25.1,25.9,26.2,
2018/06/15 06:29,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,25.9,26.2,
2018/06/15 06:30,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,25.9,26.1,
2018/06/15 06:31,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,25.9,26.2,
2018/06/15 06:33,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25.1,25.9,26.2,
2018/06/15 06:34,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25,25.9,26.1,
2018/06/15 06:36,25,-9999,25.5,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25,25.9,26.1,
2018/06/15 06:38,25,-9999,25.4,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25,25.9,26.1,
2018/06/15 06:40,25,-9999,25.4,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25,26,26.1,
2018/06/15 06:41,25,-9999,25.4,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25,25.9,26.1,
2018/06/15 06:42,25,-9999,25.4,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25,25.9,26.2,
2018/06/15 06:43,25,-9999,25.4,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25,25.9,26.2,
2018/06/15 06:45,25,-9999,25.4,26.1,26.7,24.1,25.5,25.9,26.1,26.6,-9999,-9999,25,25.9,26.1,
2018/06/15 06:46,25,-9999,25.4,26.1,26.7,24.1,25.4,25.9,26.1,26.6,-9999,-9999,25,25.9,26.1,
2018/06/15 06:47,25,-9999,25.4,26.1,26.7,24.1,25.4,25.9,26.1,26.6,-9999,-9999,25,25.9,26.1,
2018/06/15 06:49,25,-9999,25.4,26.1,26.7,24.1,25.5,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 06:51,25,-9999,25.4,26.1,26.7,24.1,25.5,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 06:53,25,-9999,25.4,26.1,26.7,24.1,25.5,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 06:54,25,-9999,25.4,26,26.7,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:08,25,-9999,25.4,26.1,26.7,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:09,25,-9999,25.4,26.1,26.7,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:10,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:11,25,-9999,25.4,26.1,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:12,25,-9999,25.4,26.1,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:13,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:14,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:15,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:16,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:17,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
