Please note that (-9999) indicates a null value
Temperature (soilTemp) [degC]

DateTime,LEOMINI_1_0_1_5TM,LEOMINI_1_0_2_5TM,LEOMINI_1_0_3_5TM,LEOMINI_1_0_4_5TM,LEOMINI_1_0_5_5TM,LEOMINI_2_0_1_5TM,LEOMINI_2_0_2_5TM,LEOMINI_2_0_3_5TM,LEOMINI_2_0_4_5TM,LEOMINI_2_0_5_5TM,LEOMINI_0_0_1_5TM,LEOMINI_0_0_2_5TM,LEOMINI_0_0_3_5TM,LEOMINI_0_0_4_5TM,LEOMINI_0_0_5_5TM
2018/06/15 07:18,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:19,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:20,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:21,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:22,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:23,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:24,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:25,25.1,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.9,26.1,
2018/06/15 07:26,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:27,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:28,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:29,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,25,25.8,26.1,
2018/06/15 07:30,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:31,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:32,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:33,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:34,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:35,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:36,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:37,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:38,25,-9999,25.4,25.9,26.6,24.1,25.4,25.9,26.1,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:39,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:40,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:41,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:42,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.5,-9999,-9999,24.9,25.8,26.1,
2018/06/15 07:43,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:44,25,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:45,25.1,-9999,25.4,26,26.6,24.1,25.4,25.9,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:46,25.1,-9999,25.4,26,26.6,24.1,25.4,25.9,26.1,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:47,25,-9999,25.4,26,26.6,24.1,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:48,25,-9999,25.4,25.9,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:49,25,-9999,25.4,25.9,26.6,24,25.4,25.9,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:50,25,-9999,25.3,25.9,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:51,25,-9999,25.3,25.9,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:52,25,-9999,25.3,26,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:53,25.1,-9999,25.3,25.9,26.6,24,25.4,25.9,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:54,25.1,-9999,25.3,25.9,26.6,24,25.4,25.9,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:55,25,-9999,25.3,25.9,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:56,25,-9999,25.3,26,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:57,25,-9999,25.3,25.9,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:58,25,-9999,25.3,25.9,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 07:59,25,-9999,25.3,25.9,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:00,25.1,-9999,25.3,25.9,26.6,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 08:01,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:02,25.1,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 08:03,25.1,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 08:04,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:05,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:06,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 08:07,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 08:08,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:09,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:10,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:11,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.8,25.8,26,
2018/06/15 08:12,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.8,25.8,26,
2018/06/15 08:13,25.1,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:14,25.1,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:15,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.8,26,
2018/06/15 08:16,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:17,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.4,-9999,-9999,24.8,25.7,26,
2018/06/15 08:18,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.4,-9999,-9999,24.8,25.7,26,
2018/06/15 08:19,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.4,-9999,-9999,24.8,25.7,26,
2018/06/15 08:20,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:21,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.4,-9999,-9999,24.9,25.7,26,
2018/06/15 08:22,25,-9999,25.3,25.9,26.5,24,25.4,25.8,26,26.3,-9999,-9999,24.8,25.7,26,
2018/06/15 08:23,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,26,
2018/06/15 08:24,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,26,
2018/06/15 08:25,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,26,
2018/06/15 08:26,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,26,
2018/06/15 08:27,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:28,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:29,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:30,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:31,25,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:32,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:33,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:34,25,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:35,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:36,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:37,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:38,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:39,25,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:40,25,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:41,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,26,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:42,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:43,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:44,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:45,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:46,25.1,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:47,25,-9999,25.3,25.9,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:48,25,-9999,25.3,25.9,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.7,25.9,
2018/06/15 08:49,25,-9999,25.3,25.8,26.5,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:50,25.1,-9999,25.3,25.9,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:51,25,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:52,25,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:53,25.1,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:54,25,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:55,25,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:56,25.1,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:57,25.1,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:58,25.1,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 08:59,25,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:00,25,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:01,25,-9999,25.3,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:02,25,-9999,25.2,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:03,25.1,-9999,25.2,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:04,25.1,-9999,25.2,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:05,25.1,-9999,25.2,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:06,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:07,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.8,26.3,-9999,-9999,24.7,25.6,25.9,
2018/06/15 09:08,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:09,25,-9999,25.2,25.8,26.4,24,25.3,25.8,25.9,26.3,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:10,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:11,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:12,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.7,25.6,25.9,
2018/06/15 09:13,25,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.8,25.6,25.9,
2018/06/15 09:14,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.7,25.6,25.9,
2018/06/15 09:15,25,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.7,25.6,25.9,
2018/06/15 09:16,25,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.7,25.6,25.9,
2018/06/15 09:17,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.7,25.6,25.9,
2018/06/15 09:18,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.7,25.6,25.8,
2018/06/15 09:19,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.7,25.5,25.9,
2018/06/15 09:20,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.7,25.5,25.9,
2018/06/15 09:21,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.9,26.2,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:22,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.9,26.2,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:23,25.1,-9999,25.2,25.8,26.4,24,25.3,25.7,25.9,26.2,-9999,-9999,24.7,25.5,25.9,
2018/06/15 09:24,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.9,26.2,-9999,-9999,24.7,25.6,25.8,
2018/06/15 09:25,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.9,26.2,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:26,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.9,26.2,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:27,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.9,26.2,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:28,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.9,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:29,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:30,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.9,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:31,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:32,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:33,25.1,-9999,25.2,25.8,26.4,24,25.2,25.7,25.8,26.2,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:34,25.1,-9999,25.2,25.8,26.3,24,25.2,25.7,25.9,26.2,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:35,25.1,-9999,25.2,25.8,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.6,25.8,
2018/06/15 09:36,25.1,-9999,25.2,25.8,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:37,25.1,-9999,25.2,25.8,26.3,24,25.2,25.7,25.8,26.2,-9999,-9999,24.7,25.6,25.8,
2018/06/15 09:38,25.1,-9999,25.2,25.8,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:39,25.1,-9999,25.2,25.8,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:40,25.1,-9999,25.2,25.8,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:41,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:42,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:43,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:44,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:45,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:46,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:47,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:48,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:49,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:50,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:51,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:52,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:53,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:54,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:55,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:56,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.4,25.8,
2018/06/15 09:57,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:58,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.5,25.8,
2018/06/15 09:59,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.7,25.4,25.7,
2018/06/15 10:00,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.7,26.1,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:01,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:02,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:03,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:04,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:05,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:06,25.1,-9999,25.1,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:07,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:08,25.1,-9999,25.2,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:09,25.1,-9999,25.1,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:10,25.1,-9999,25.1,25.7,26.3,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:11,25.1,-9999,25.1,25.7,26.3,24,25.2,25.7,25.7,26.1,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:12,25.1,-9999,25.1,25.7,26.3,24,25.2,25.7,25.7,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:13,25.1,-9999,25.1,25.7,26.3,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:14,25.1,-9999,25.1,25.7,26.3,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:15,25.1,-9999,25.1,25.7,26.3,24,25.2,25.7,25.7,26,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:16,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.5,25.7,
2018/06/15 10:17,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:18,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26.1,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:19,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:20,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:21,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:22,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:23,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:24,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:25,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:26,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:27,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:28,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:29,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:30,25.1,-9999,25.1,25.6,26.2,24,25.2,25.7,25.7,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:31,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.7,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:32,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.7,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:33,25.1,-9999,25.1,25.6,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:34,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.7,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:35,25.1,-9999,25.1,25.7,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:36,25.1,-9999,25.1,25.6,26.2,24,25.2,25.7,25.8,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:37,25.1,-9999,25.1,25.6,26.2,24,25.2,25.7,25.7,26,-9999,-9999,24.6,25.4,25.7,
2018/06/15 10:38,25.1,-9999,25.1,25.6,26.2,24,25.2,25.7,25.7,26,-9999,-9999,24.6,25.3,25.7,
2018/06/15 10:39,25.1,-9999,25.1,25.6,26.2,24,25.2,25.7,25.7,26,-9999,-9999,24.6,25.4,25.7,
